Filename,Residue_Code,File_Hash,Fragment_SMILES,Frag_Heavy_Atoms,Parent_Heavy_Atoms,Delta_atom_count,Parent_CID,Parent_ChEBI,Parent_Name,Match_Method
aminoct15ipq-vac_10.0.lib_CCYM_sybyl.mol2,CCYM,a36b4a1c34c135dc8b54e9132b27c797d5a7d6564992f6d4ec9435581941b8d0,[NH][C@@H](C[S])[C]([O-])[O-],7,27,20,6436219,CHEBI:49703,latrunculin B,Substructure
all_modrna08.lib_STU_sybyl.mol2,STU,6d37498d83f77058460a91a7fbfe060b2e01f1ee0db069d2ae01f088b1fbbcd0,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNCCS([O])([O])[O],28,0,-28,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
nucleic10.lib_G_sybyl.mol2,G,09dbe0020742b2a68e57848d9260d2b13b6616865ad27fb73ff4cfada759c3b5,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1[O])O,23,23,0,135398570,CHEBI:16356,7665-99-8,Substructure
ff15ipq-m.lib_BHP_sybyl.mol2,BHP,06d84c55013210a5195660d16f2ec022dc116d220d7dbe7a789b2c3425b670db,[NH][C@H](C[C][O])C[C]1N[CH]N[CH]1,11,13,2,90666286,-,CHEMBL3219295,Substructure
ff-nucleic-OL21.lib_DC5_sybyl.mol2,DC5,fb6bf0311dc674a767f4c597c021c8a11e6197ef79ea1a56c9323c4000f2a15a,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1[O],16,16,0,13711,CHEBI:15698,2'-deoxycytidine,Substructure
all_modrna08.lib_PSU_sybyl.mol2,PSU,4537c4f6827e857af9207c94acf14e63b01a95c8ca65ea862db2f0d315e50355,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[C]1[C]([O])N[C]([O])N[CH]1,20,21,1,138397553,-,DTXSID50921791,Substructure
all_modrna08.lib_OEU_sybyl.mol2,OEU,46b773c86fc74d6b74c14d8014e9806538116528ab26beea6f12d9d61625cd67,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)OC[C]([O])OC,26,20,-6,68015317,-,SCHEMBL10041994,Similarity
all_modrna08.lib_SAU_sybyl.mol2,SAU,7230ade1a6827515872b6a63de8505f58b72573db2a9168fa6ac7f1644f9b34a,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([S])N[C]([O])[C]([CH]1)CN,22,20,-2,68015317,-,SCHEMBL10041994,Similarity
uni_amino03.lib_ILE_sybyl.mol2,ILE,a2025d36ed92e71a5a77540ec097ffed57cfbbc2429358941a3d6d279d48866c,[NH][C@@H]([C]([C])[C][C])[C][O],8,13,5,162337007,-,"1,2,4,5-tetrahydro-3-benzoxepin-5-amine;hydrochloride",Substructure
all_prot_nucleic10.lib_CP_sybyl.mol2,CP,89e7175a5241f42b9fa7f1b59d91686b01d145ef2dcaa406f4d1ae66c8884789,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])[C@@H]([C@@H]1[O])O,20,80,60,58040509,-,SCHEMBL10013553,Substructure
amberdyes.lib_A48_sybyl.mol2,A48,bf36bf52396f9010f887e917ee71f71301e1a6415d99222a94f7cd0794978fc6,c1(c2c(ccc1N)C(=C1C=CC(=C=O)C=C1[C]([O-])[O-])c1c(O2)c(c(cc1)N)S([O])([O])[O])S([O])([O])[O],35,31,-4,130424943,-,SCHEMBL19351285,Similarity
nab.lib_DT_sybyl.mol2,DT,ed9ad265e0c4772217223637972b6c1219993c94fdd5a9d6bd3dd7d9ed9e6a1f,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][C](C)[C]([O])N[C]2[O])C[C@@H]1[O],20,17,-3,91321333,-,"1-[5-(hydroxymethyl)-4-methyloxolan-2-yl]-5-methyl-1,3-diazinane-2,4-diol",Similarity
aminont15ipq_10.0.lib_NCYM_sybyl.mol2,NCYM,b314924963e95fbfa090bda03861878bbb3d8179d424c8c90f3f29733d74e1ef,[NH3+][C@@H](C[S])[C][O],6,7,1,6419722,CHEBI:35235,(2R)-2-ammonio-3-mercaptopropanoate,Substructure
nab.lib_A5_sybyl.mol2,A5,7035c98288789e099fa9fe65c2c88079e4d3f82b6d27b8b9151928317cbc8de0,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1[O])O,19,19,0,60961,CHEBI:16335,adenosine,Substructure
DNA_CI.lib_DG3_sybyl.mol2,DG3,00b958e2f92415064cafbf8fc0292c2481f3ea0c959c3d2c84c0e2790ba96ee1,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,22,23,1,135398570,CHEBI:16356,7665-99-8,Substructure
nab.lib_DA3_sybyl.mol2,DA3,71fb179239f34bfaf059a3a6d6cb4e8f3a1b84d69bcc97272100e53fb5db0c63,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1O,21,22,1,6076,CHEBI:17489,Cyclic AMP,Substructure
aminoct19ipq_0.9_pol.lib_NHE_sybyl.mol2,NHE,bed6e39abe1fa633520352aa25a178712639dcf1dab30575e338955e711ebaae,[NH2],1,1,0,222,CHEBI:16134,ammonia,Similarity
uni_aminoct03.lib_CARG_sybyl.mol2,CARG,279f30cdbcfbc0338b02dc381858619d784332b26cf6a10348a98df24dc9e1ab,[NH][C@@H]([C][C][C]N[C](N)N)[C]([O-])[O-],12,14,2,134581644,-,SCHEMBL20233529,Substructure
all_modrna08.lib_MSU_sybyl.mol2,MSU,235912a2fbfc1f14342f3a3f73a5656f5bf4bede94dc49184b6941c5f34541b2,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[CH][CH]1,21,20,-1,68015317,-,SCHEMBL10041994,Similarity
all_prot_nucleic10.lib_U3E_sybyl.mol2,U3E,fc56f3ecbe5168eeabba0a84493840e009cd480c398546beb9cc3027b4618c67,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](O)N[C]2[O])[C@@H]([C@@H]1O)O,20,42,22,5326480,-,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-[(3R)-7-hydroxy-1-oxa-4,8-diazaspiro[2.5]octan-4-yl]oxolan-2-yl]methyl [(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl] hydrogen phosphate",Substructure
uni_amino03.lib_MET_sybyl.mol2,MET,770a9bf24c3ee3dedea593399abe6f7d0b98ea67c25746a65c0f1029b2f6e599,[NH][C@@H]([C][C]S[C])[C][O],8,10,2,177745876,-,(2S)-2-amino-4-[methyl(sulfanyl)sulfonio]butanoate,Substructure
amberdyes.lib_L1N_sybyl.mol2,L1N,55db4d8cb6797b0c77a39b788a12fa7117768e032bd845e7f2166e9a9f0054e2,[C@@H](CCCC[NH])([NH3+])[C][O],9,13,4,6991977,CHEBI:58148,L-homocitrulline zwitterion,Substructure
all_nucleic94.lib_RU_sybyl.mol2,RU,e81e514b195f4752fc53584e70625b6abf15b922e35710d4f5cf616b9b53bdb0,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][CH][C]([O])N[C]2[O])[C@@H]([C@@H]1[O])O,20,42,22,5326480,-,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-[(3R)-7-hydroxy-1-oxa-4,8-diazaspiro[2.5]octan-4-yl]oxolan-2-yl]methyl [(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-2-(phosphonooxymethyl)oxolan-3-yl] hydrogen phosphate",Substructure
DNA_CI.lib_DAN_sybyl.mol2,DAN,5c1abac2446fd5c16451034c0b151801d67bc526ec9de8faaae75b7aea0c569c,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1O,18,31,13,177741639,-,"[(2R,3S,5R)-5-(6-amino-7-methylpurin-9-ium-9-yl)-3-hydroxyoxolan-2-yl]methyl [hydroxy(phosphonooxy)phosphoryl] phosphate",Substructure
ff15ipq-m.lib_B3K_sybyl.mol2,B3K,061993b58572260586c96000d99b16d7c34b06f202ed91edb0c09be3d7267ec3,[NH][C@H](C[C][O])CCCC[NH3+],10,23,13,140611367,-,"[(1R)-3-[(2S,3R,4R,5R,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]-1-carboxy-3,3-difluoropropyl]azanium",Substructure
uni_aminont03.lib_NLYS_sybyl.mol2,NLYS,e0eeae20cf338e28ecc3f773ff85617e42729f3d884648c69e0641d13e00c360,[NH3+][C@@H]([C][C][C][C][NH3+])[C][O],9,10,1,5460926,-,"(2S)-2,6-diammoniohexanoate",Substructure
amberdyes.lib_B1N_sybyl.mol2,B1N,4854c1f5f6cf18449a53c00e608ec16d126ca820fd747286def962ae155a1617,c1(ccc(cc1)C[C@H]([C][O])[NH3+])[C](C)[N]OC[C]([O])NCCCCC[NH],25,0,-25,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
aminoct19ipq_0.9_pol.lib_CGLN_sybyl.mol2,CGLN,82b00e1e390ee665217c51bd76111f0f81afbc5f4e970dbc2bf4e6d9025472c9,[NH][C@@H](CCC(=O)N)[C]([O-])[O-],10,30,20,123621773,-,"3,3,3-trifluoropropyl 2-[(4-amino-5,5-dihydroxypentanoyl)amino]-3-(1H-indol-3-yl)propanoate",Substructure
amberdyes.lib_T61_sybyl.mol2,T61,f0b0a3440713123680767177cf722b22e7a53f3d461dda20505f85cca941356e,c12c(cc(cc2)N(C)C)C(c2c([CH]1)cc1c(c2)N(CCC1)CCC[C][O])(C)C,28,31,3,53250407,-,SCHEMBL2037348,Similarity
ff15ipq-m.lib_B3Y_sybyl.mol2,B3Y,59721d1afbf365931c828c0d324250ebd15d79be14d037b7ff84313e362358ed,[NH][C@H](C[C][O])Cc1ccc(O)cc1,13,19,6,253602,CHEBI:338412,anisomycin,Substructure
all_prot_nucleic10.lib_A5E_sybyl.mol2,A5E,8016e181af45640e13737f1a8ff9aac1c182f98fa3c95461fd5f72a8c8bfcdf4,OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,0,19,19,60961,CHEBI:16335,adenosine,Substructure
phosaa19SB.lib_H2D_sybyl.mol2,H2D,91c16cb31415bc67294f26b1634138777ff05f061240806dcf0743749071f4b9,[NH][C@@H](C[C]1N([CH]N[CH]1)[P]([O])([O])[O])[C][O],14,0,-14,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
nucleic12.ROC-RNA.lib_DG3_sybyl.mol2,DG3,756a40fedf26e43eb203f900988d4174bc17e4a0b178c5cfc09b5f39ff82444f,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,22,23,1,135398570,CHEBI:16356,7665-99-8,Substructure
aminoct19ipq_0.9_pol.lib_CGLH_sybyl.mol2,CGLH,bad216dbbed8dfd83d06e599e5ee5ac1405bdb9109c7352626eebd08a1074744,[NH][C@@H](CCC(=O)O)[C]([O-])[O-],10,10,0,137349439,-,"(4S)-4-amino-5,5-dihydroxypentanoic acid",Substructure
all_prot_nucleic10.lib_D5AE_sybyl.mol2,D5AE,599634117d2a4dae398d7e9fea0c658689039f4c6bfbb856ebe4f93a0b92913c,OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1[O],0,31,31,177741639,-,"[(2R,3S,5R)-5-(6-amino-7-methylpurin-9-ium-9-yl)-3-hydroxyoxolan-2-yl]methyl [hydroxy(phosphonooxy)phosphoryl] phosphate",Substructure
all_modrna08.lib_6IA_sybyl.mol2,6IA,feedd119604c19101966e3d9d4f2d9039599970ccb11f127d6cf5de187b953ea,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NCC=C(C)C)ncnc12,27,28,1,100221,CHEBI:15819,20268-93-3,Substructure
nucleic12.lib_OHE_sybyl.mol2,OHE,376175f7ace1fdfb59c13ea17600e6d948502c006a07d5257e9a15a74f92947a,[OH],1,1,0,962,CHEBI:15377,water,Similarity
all_prot_nucleic10.lib_DGD_sybyl.mol2,DGD,262dd8bf3aebaa14f0b3a7bc7f1a5bdeb6ead798fb9f3b01364a6f9d9dff48ed,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1[O],22,23,1,135398570,CHEBI:16356,7665-99-8,Substructure
uni_amino03.lib_GLU_sybyl.mol2,GLU,e85461596fd42eb15e5e719fdaa8332faf0919beeb9938d13d1db28e9ddca48e,[NH][C@@H]([C][C][C]([O-])[O-])[C][O],9,30,21,24766,CHEBI:37397,Chondroitin sulfate,Substructure
all_nucleic94.lib_RG3_sybyl.mol2,RG3,f069012f64215335983746d413cb529357d27ca15e8c454882d6a31fccabc783,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1O)O,23,23,0,135398570,CHEBI:16356,7665-99-8,Substructure
conste.lib_HIO_sybyl.mol2,HIO,6fd894b9b1e12dc2570845f52794642ac0f5cf9285a877a402fa5332984818c8,[NH]C=C=O,4,16,12,50899958,CHEBI:70617,"2,3,5,7-Tetrabromobenzofuro[3,2-B]Pyrrole",Substructure
all_prot_nucleic10.lib_U3D_sybyl.mol2,U3D,83838b5fa24fe4488898ab22ea94bf43180a601cff61d16cf9ddab17b43f3424,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,20,21,1,6030,CHEBI:16695,Uridine 5'-monophosphate,Substructure
all_prot_nucleic10.lib_D3A_sybyl.mol2,D3A,f5ce483c2d248a68ad5b34d36144d19117285f1356141ba5890d2d0844f0d1d0,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1O,0,22,22,6076,CHEBI:17489,Cyclic AMP,Substructure
all_modrna08.lib_M1G_sybyl.mol2,M1G,d52da7a0a546f987bc103b3b9cdae207374e3d69fd0b9ac50132c660c56629f6,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(N(C2=O)C)N,25,25,0,44427904,-,CHEMBL230119,Substructure
all_nucleic94.lib_DT3_sybyl.mol2,DT3,ef7610d139d0c99d155c2e53a0f59b50802d04ed6c099cb2e9791ee10a114b80,[P](=O)([O])OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1O,20,21,1,9700,CHEBI:17013,dTMP,Substructure
all_aminofb15.lib_THR_sybyl.mol2,THR,79bf5f183bb343ec5efd46e5a74b0539a93794509c3d159857b17e4f12bfa797,[NH][C@@H]([C@@H](C)O)[C][O],7,14,7,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
atomic_ions.lib_PT_sybyl.mol2,PT,117a957fcacaa0834804ee559eee475415ecc8ffb59b941a6fc759aeeb4f81cd,P,1,22,21,177746375,-,GalNAz-1-P,Substructure
nab.lib_AN_sybyl.mol2,AN,4e445988f62963e8193b8f6cbc343fc7757f7503fa4fa9f58a91e10886b7e12e,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1O)O,19,19,0,60961,CHEBI:16335,adenosine,Substructure
uni_amino03.lib_ASP_sybyl.mol2,ASP,d26316698f59bdad34aa4a368dac14bcdf17cb7d7a7a2e094af4f2f59712ed36,[NH][C@@H]([C][C]([O-])[O-])[C][O],8,32,24,36294,CHEBI:28864,tobramycin,Substructure
nucleic10.lib_DA5_sybyl.mol2,DA5,7a12d3957bd231c3fc9544af508cc114e56294940bac6dd4fc3420f252e840fd,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1[O],18,31,13,177741639,-,"[(2R,3S,5R)-5-(6-amino-7-methylpurin-9-ium-9-yl)-3-hydroxyoxolan-2-yl]methyl [hydroxy(phosphonooxy)phosphoryl] phosphate",Substructure
all_prot_nucleic10.lib_DCE_sybyl.mol2,DCE,967cabeba88b364137f9cdd7f912f56ed7e9ffd33c5d4d29f21de0fd30b3c5bc,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1[O],19,23,4,90669294,-,"[(2R,4R,5R,6R)-5-acetyloxy-10-amino-3,7-dioxa-9-aza-1-azoniatricyclo[6.4.0.02,6]dodeca-1(8),9,11-trien-4-yl]methyl hydrogen phosphate",Substructure
phmd.lib_AS2_sybyl.mol2,AS2,2234021cf9fa39d8cbdea002d7640348666945d30693e8e9e8dd734967f4f483,[NH][C@@H](C[C](O)O)[C][O],8,32,24,36294,CHEBI:28864,tobramycin,Substructure
all_modrna08.lib_MEU_sybyl.mol2,MEU,c2b4ea72aa5bf97728c90367026a85a8860ec058114b86a77e69041aac7eaf2f,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)C[C](OC)[O],26,0,-26,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
GLYCAM_aminont_06j_12SB.lib_NOLS_sybyl.mol2,NOLS,6ba3e57fc7bbfcfe3085fcb1f7e71608a8087dd332ca8ec6772c5790059c2e75,[NH3+][C@@H](C[O])[C][O],6,7,1,6857549,CHEBI:35247,(2R)-2-ammonio-3-hydroxypropanoate,Substructure
terminal_monophosphate.lib_C5_sybyl.mol2,C5,a06e7e0c22ceee53f590019545680e852f6014f036d41d4a4eecc39a152c4836,[P]([O])([O])(O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(C=C1)N,21,21,0,78224439,-,1rnm,Substructure
all_prot_nucleic10.lib_D5CE_sybyl.mol2,D5CE,67e9a18daab317ba2e7d5612e90ce4682752e0472e9a55649463feae1782e019,OC[C@H]1O[C@@H]([N]2=CC=C(N)NC2=O)C[C@@H]1[O],0,17,17,23277867,-,4pda,Substructure
all_modrna08.lib_5AU_sybyl.mol2,5AU,f7cbd029142e2414c61f94075cf07178d5ef04a8132d9082c158dc16fd48f395,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)CNC,23,20,-3,25023713,-,"[(2S,3S,5R)-5-[(2R,4R)-2,4-dihydroxy-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",Similarity
aminoct15ipq-vac_10.0.lib_CLYN_sybyl.mol2,CLYN,42c10143dcbe2d627e8548e3df6c7fd3790ba300a514506de2eb0e042141ddd9,[NH][C@@H](CCCCN)[C]([O-])[O-],10,32,22,36294,CHEBI:28864,tobramycin,Substructure
all_modrna08.lib_3AU_sybyl.mol2,3AU,5f360fcf2a10eb5f77c77dbf6829002e40c653e31ec661f048fa7833d11df897,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N([C]([O])[CH][CH]1)CC[C@H]([NH3+])[C]([O-])[O-],27,20,-7,68015317,-,SCHEMBL10041994,Similarity
amino15ipq_10.0.lib_MTB_sybyl.mol2,MTB,10b0d23913b58ede5a85a363191132665bff0829ca9087ce9d00ca239265f109,[S]C,2,2,0,878,CHEBI:16007,methanethiol,Similarity
uni_aminoct03.lib_CASP_sybyl.mol2,CASP,f2491b8ddfc18d3e62283d5e8a5a7fef9bcfc691c9132669cbf65387922f6d9f,[NH][C@@H]([C][C]([O-])[O-])[C]([O-])[O-],9,39,30,129635816,-,Chitosansulfat,Substructure
nucleic10.lib_DT5_sybyl.mol2,DT5,d93734512047625c6f87aeab924d65541ab924303b673674a8747cc70bd7132c,OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1[O],17,17,0,5789,CHEBI:17748,thymidine,Substructure
all_modrna08.lib_4SU_sybyl.mol2,4SU,6c067ba892541fb5546cb92a143f9e526a76ca98ac99a16f69a03d91e78b7807,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([S])[CH][CH]1,20,20,0,68015317,-,SCHEMBL10041994,Similarity
all_modrna08.lib_MCU_sybyl.mol2,MCU,9b8b821f212226799643905ef840232d620031a1615f3e63bbc3dc927b7f3f1c,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)C[C](N)[O],25,20,-5,68015317,-,SCHEMBL10041994,Similarity
uni_aminont03.lib_NCYS_sybyl.mol2,NCYS,bb6f433a2fffc4e560bd0839ff887700839b67e867e52c6888a2a22e5ffeb31f,[NH3+][C@@H]([C]S)[C][O],6,7,1,6419722,CHEBI:35235,(2R)-2-ammonio-3-mercaptopropanoate,Substructure
all_modrna08.lib_6AA_sybyl.mol2,6AA,82a4519199fe5ef918dae90572493f123bd9924b253d709e4abc5aa16bcc5cea,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)C)ncnc12,25,30,5,3036904,-,Bz-Camp,Substructure
uni_aminont03.lib_NARG_sybyl.mol2,NARG,fb8ee6393d64e10148e06aaf4efb3ac99c7420dde9b8e3661df068df6f0f2c19,[NH3+][C@@H]([C][C][C]N[C](N)N)[C][O],11,12,1,46888425,-,3mfw,Substructure
terminal_monophosphate.lib_DC5_sybyl.mol2,DC5,5dda8033db0d4e3456d14c94468120e3e73447829fa48a2c853a2f8e2f4eea63,[P]([O])([O])(O)OC[C@H]1O[C@H](C[C@@H]1[O])N1C(=O)N=C(C=C1)N,20,21,1,78224439,-,1rnm,Substructure
all_modrna08.lib_CMU_sybyl.mol2,CMU,d64f2a3b6d26eeb95720bef3d985d47078d0d9f8c279abe6a2fbd66b29cf3a32,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)[C@H]([C]([O])OC)O,26,20,-6,68015317,-,SCHEMBL10041994,Similarity
lipid21.lib_PGS_sybyl.mol2,PGS,a580e2b869b01d1b5696e3b648f7e13b3df52c66ccd5258a10022a856b62e8cf,[C](=O)OC[C@H](CO[P](OC[C@@H](O)CO)([O])[O])O[C]=O,19,23,4,175679218,-,"[(2R)-2-acetyloxy-3-butanoyloxypropoxy]-[(2S)-2,3-dihydroxypropoxy]-dihydroxyphosphanium",Substructure
terminalphos.LJbb-RNA.lib_AMP_sybyl.mol2,AMP,fa0f269bc1e6b50b6d5d24baae61c43381ff090d11ffc5aaa6821fd35f2c7c0c,[P]([O])([O])(OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1[O])O)O,23,23,0,78224436,-,1fpi,Substructure
amino12.lib_HYP_sybyl.mol2,HYP,5bcbbe8cf4e8921ce8850244e0cf48d80d55bfc09c9e55ab8acb7b5e543f58ae,[N]1C[C@H](O)C[C@H]1[C][O],8,16,8,177743970,-,"butyl 6-hydroxy-1,3,3a,5,6,6a-hexahydropyrrolo[3,2-c][1,2]oxazole-4-carboxylate",Substructure
all_modrna08.lib_STA_sybyl.mol2,STA,e5781f354057d1a85b087ddfad5faae71b6c43aca0c06cd6bbc4628352bf1500,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@H](C(=O)O)[C@H](O)C)nc(nc12)SC,34,35,1,49866400,CHEBI:74651,2-methylthio-N(6)-L-threonylcarbamoyladenine 5'-monophosphate,Substructure
all_modrna08.lib_5TU_sybyl.mol2,5TU,2b24a2e9f99aeb877c05cf3edfeeb377126044fbbb3aa5e91414fdfe3c6dff49,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)CNCCS([O])([O])[O],28,0,-28,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
nucleic12.redq.lib_U3_sybyl.mol2,U3,d17227796ec9a0b313e51727ed2b5e5a9474a406a04c2c4995c278a767441caf,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,20,21,1,6030,CHEBI:16695,Uridine 5'-monophosphate,Substructure
uni_aminoct03.lib_CLYS_sybyl.mol2,CLYS,d41195cb2b30ee7fff2457185456457e4c84b60aa4b73c990b92e18604042357,[NH][C@@H](C#CC#C[NH3+])[C]([O-])[O-],10,0,-10,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_5HU_sybyl.mol2,5HU,bc15a6d1e42afad9dc2c6f09b7e84974a5bd2a07e9dc821fa0608e7474ebf9b4,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)O,21,20,-1,25023713,-,"[(2S,3S,5R)-5-[(2R,4R)-2,4-dihydroxy-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",Similarity
