Filename,Residue_Code,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
parmBSC0.lib_DT3_sybyl.mol2,DT3,2f39db5d799016c865f331f113e38f633bf90ba54d86c6f6fb502a1d5a44ae3c,[P](=O)([O])OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1O,6398342,-,SCHEMBL1764557,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]c1=O,6398342,-,SCHEMBL1764557,Cc1cn(C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]c1=O,21983245,-,SCHEMBL10169519
all_aminont94ildn.lib_NPHE_sybyl.mol2,NPHE,81adce681b1b8839ff19d7a4f62bd1d8ae3f24544e0971b3adf906b37a892d78,[NH3+][C@@H](Cc1ccccc1)[C][O],6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+][C@H]([C][O])Cc1ccccc1,6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+]C([C][O])Cc1ccccc1,25201771,-,(1-hydroxy-3-phenylpropan-2-yl)azanium
uni_aminont03.lib_NHID_sybyl.mol2,NHID,9e12a4157069553be24f5a6dfa4a096916481d63e42f87fb4b772ee92b7e4363,[NH3+][C@@H]([C][C]1N[CH][N][CH]1)[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])[C][C]1[CH][N][CH]N1,None,-,Compound_None,[NH3+]C([C][O])[C][C]1[CH][N][CH]N1,None,-,Compound_None
ff-nucleic-OL21.lib_DA3_sybyl.mol2,DA3,71fb179239f34bfaf059a3a6d6cb4e8f3a1b84d69bcc97272100e53fb5db0c63,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1O,14823978,-,DA DNA 5'OH 3'OH,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P]([O])=O)O1,14823978,-,DA DNA 5'OH 3'OH,Nc1ncnc2c1ncn2C1CC(O)C(CO[P]([O])=O)O1,6419581,-,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
all_aminofb15.lib_GLY_sybyl.mol2,GLY,21a7fd80ae81ace3cdb7885117c8f0ca11047d3a77abc3f3c2be3707820794aa,[NH]C[C][O],700,CHEBI:16000,Ethanolamine,[NH]C[C][O],700,CHEBI:16000,Ethanolamine,[NH]C[C][O],700,CHEBI:16000,Ethanolamine
DNA_CI.lib_DG3_sybyl.mol2,DG3,00b958e2f92415064cafbf8fc0292c2481f3ea0c959c3d2c84c0e2790ba96ee1,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]1,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]1,137143234,-,[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
nucleic10.lib_G_sybyl.mol2,G,09dbe0020742b2a68e57848d9260d2b13b6616865ad27fb73ff4cfada759c3b5,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1[O])O,135566260,-,SCHEMBL186043,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,135566260,-,SCHEMBL186043,Nc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,167300771,-,SCHEMBL24865920
all_aminoPM3.lib_TRP_sybyl.mol2,TRP,09de6b95f30525e70dcdde0af41743b045a439fdc1bb08aed4908756e98fa469,[NH][C@@H](C[C]1[CH]Nc2ccccc12)[C][O],None,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]Nc2ccccc21,None,-,Compound_None,[NH]C([C][O])C[C]1[CH]Nc2ccccc21,148603988,-,"2-amino-3-(2,3-dihydro-1H-indol-3-yl)propan-1-ol"
amino19ipq_0.9.lib_LEU_sybyl.mol2,LEU,d4d1e71938f098ba3f66ff7f05b6fa563e1e5969f904432ab13a327d6f3a9c3c,[NH][C@@H](CC(C)C)[C][O],111307,CHEBI:228882,L-Leucinol,CC(C)C[C@H]([NH])[C][O],111307,CHEBI:228882,L-Leucinol,CC(C)CC([NH])[C][O],79030,-,2-Amino-4-methylpentan-1-ol
all_modrna08.lib_MAC_sybyl.mol2,MAC,85c3c855b7506bc30b855d1007979ab822d3aa5f83f4b770b9ede620bb8f9d66,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(NC(=O)C)C=C1,None,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1ccc(NC(C)=O)nc1=O,None,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1ccc(NC(C)=O)nc1=O,None,-,Compound_None
all_prot_nucleic10.lib_DCP_sybyl.mol2,DCP,eb9617a970b6d3cb831a717d3d28269365fae7adb9766441132f7a4be308d955,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1[O],None,-,Compound_None,N[C]1[CH][CH]N([C@H]2C[C@H]([O])[C@@H](COP([O])[O])O2)[C]([O])N1,None,-,Compound_None,N[C]1[CH][CH]N(C2CC([O])C(COP([O])[O])O2)[C]([O])N1,None,-,Compound_None
all_aminont94ildn.lib_NSER_sybyl.mol2,NSER,9989cc930c15b9e86db31ca8e89f3114ec2ecc0e93ebc98ee18ae1c1bfb8f65d,[NH3+][C@@H](CO)[C][O],6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium",[NH3+][C@H]([C][O])CO,6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium",[NH3+]C([C][O])CO,6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium"
nucleic12.ROC-RNA.lib_UN_sybyl.mol2,UN,3d928dd34656eafada39fbb6f41aa4163becd6cc2a7ee6b6ad836cffb3566d3f,OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,6029,CHEBI:16704,uridine,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,6029,CHEBI:16704,uridine,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1177,CHEBI:143353,40436-51-9
lipid21.lib_PC_sybyl.mol2,PC,28c4a378165415548fd20c4925bf0e4a4705533caad6f51928c50ce0cba19e0f,[C](=O)OC[C@H](CO[P](OCC[N+](C)(C)C)([O])[O])O[C]=O,None,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OC[C@@H](CO[C]=O)O[C]=O,None,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OCC(CO[C]=O)O[C]=O,None,-,Compound_None
all_aminofb15.lib_GLH_sybyl.mol2,GLH,bd07c63400b2727251e74eb3f4ae1b9707245c5baa90a4a148fe04aacb148134,[NH][C@@H](CC[C]([O])O)[C][O],None,-,Compound_None,[NH][C@H]([C][O])CC[C]([O])O,None,-,Compound_None,[NH]C([C][O])CC[C]([O])O,89060581,-,SCHEMBL13330727
all_aminoct94.lib_CGLN_sybyl.mol2,CGLN,82b00e1e390ee665217c51bd76111f0f81afbc5f4e970dbc2bf4e6d9025472c9,[NH][C@@H](CCC(=O)N)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](CCC(N)=O)[C]([O-])[O-],None,-,Compound_None,[NH]C(CCC(N)=O)[C]([O-])[O-],None,-,Compound_None
amberdyes.lib_B1R_sybyl.mol2,B1R,6ea34b57237b0cd15bf7982b26f7a3de84265ae2cd2a6aefc2efaf8609351c42,c1(ccc(cc1)C[C@H]([C][O])[NH])[C](C)[N]OC[C]([O])NCCCCC[NH],None,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(C[C@@H]([NH])[C][O])cc1,None,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(CC([NH])[C][O])cc1,None,-,Compound_None
all_modrna08.lib_QUG_sybyl.mol2,QUG,800cf82be9340df9fc3f84c14889ad516cf757df2bc1357ea79be6e2e130d0de,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O)[C@H](O)CC1,None,-,Compound_None,Nc1nc2c(c(CN[C@@H]3CC[C@@H](O)[C@H]3O)cn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,None,-,Compound_None,Nc1nc2c(c(CNC3CCC(O)C3O)cn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,None,-,Compound_None
nucleic10.lib_U3_sybyl.mol2,U3,d17227796ec9a0b313e51727ed2b5e5a9474a406a04c2c4995c278a767441caf,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,20600569,-,SCHEMBL336760,[O][P](=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,20600569,-,SCHEMBL336760,[O][P](=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,18767558,-,SCHEMBL23174212
all_aminoAM1.lib_LYS_sybyl.mol2,LYS,57e7163979a1129a15ab2afa640aea859decd42915d76b81703634d1c0357fd6,[NH][C@@H](CCCC[NH3+])[C][O],None,-,Compound_None,[NH][C@H]([C][O])CCCC[NH3+],None,-,Compound_None,[NH]C([C][O])CCCC[NH3+],None,-,Compound_None
phosaa14SB.lib_S1P_sybyl.mol2,S1P,53ab20463f61a5b17244173e33b6bbd296924f767bece58bf84fba768ae3da4f,[NH][C@@H](CO[P](O)([O])[O])[C][O],None,-,Compound_None,[NH][C@H]([C][O])CO[P]([O])([O])O,None,-,Compound_None,[NH]C([C][O])CO[P]([O])([O])O,None,-,Compound_None
aminont19ipq_0.9_pol.lib_NTHR_sybyl.mol2,NTHR,7bc2c8189361010efc2f077ee7cdcbf6ab2507524e5ce98b32af6e7f01a75edb,[NH3+][C@@H]([C@@H](C)O)[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",C[C@@H](O)[C@H]([NH3+])[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",CC(O)C([NH3+])[C][O],53455485,-,"1,3-dihydroxybutan-2-ylazanium"
all_aminoctfb15.lib_CASP_sybyl.mol2,CASP,a3367b6fa559bbe7a1e93b34c8d67c96e714a1b5f130684bfe9e03d5d6083064,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None,[NH]C(C[C]([O-])[O-])[C]([O-])[O-],None,-,Compound_None
amino19ipq_0.9_pol.lib_ALA_sybyl.mol2,ALA,f58096c3351af72f22fdefac0c70bd8f2ae5b3dc590fbde80234e9ee9cf86c58,[NH][C@@H](C)[C][O],80307,CHEBI:78502,L-Alaninol,C[C@H]([NH])[C][O],80307,CHEBI:78502,L-Alaninol,CC([NH])[C][O],5126,CHEBI:195477,DL-Alaninol
aminont15ipq_10.0.lib_NPHE_sybyl.mol2,NPHE,81adce681b1b8839ff19d7a4f62bd1d8ae3f24544e0971b3adf906b37a892d78,[NH3+][C@@H](Cc1ccccc1)[C][O],6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+][C@H]([C][O])Cc1ccccc1,6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+]C([C][O])Cc1ccccc1,25201771,-,(1-hydroxy-3-phenylpropan-2-yl)azanium
phosaa19SB.lib_PTR_sybyl.mol2,PTR,97e1ae6517175d5a4cd5887ee2766634053cfaedf156fbaeae863ba11c206840,[NH][C@@H](Cc1ccc(cc1)O[P]([O])([O])[O])[C][O],None,-,Compound_None,[NH][C@H]([C][O])Cc1ccc(O[P]([O])([O])[O])cc1,None,-,Compound_None,[NH]C([C][O])Cc1ccc(O[P]([O])([O])[O])cc1,None,-,Compound_None
aminont19ipq_0.9_vac.lib_NGLU_sybyl.mol2,NGLU,1ec2c3ded4a1ce7d6f1d953f155bd481d81ba77496e685b8bab6d9e42d74a969,[NH3+][C@@H](CC[C]([O-])[O-])[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])CC[C]([O-])[O-],None,-,Compound_None,[NH3+]C([C][O])CC[C]([O-])[O-],None,-,Compound_None
nab.lib_GLY_sybyl.mol2,GLY,21a7fd80ae81ace3cdb7885117c8f0ca11047d3a77abc3f3c2be3707820794aa,[NH]C[C][O],700,CHEBI:16000,Ethanolamine,[NH]C[C][O],700,CHEBI:16000,Ethanolamine,[NH]C[C][O],700,CHEBI:16000,Ethanolamine
aminont12.lib_NPRO_sybyl.mol2,NPRO,3050a50ba3245e051ee0e8fb28cba89f9fe9b58c9ad27fe98eef608301e8de10,[NH2+]1CCC[C@H]1[C][O],6950545,-,[(2S)-pyrrolidin-1-ium-2-yl]methanol,[O][C][C@@H]1CCC[NH2+]1,6950545,-,[(2S)-pyrrolidin-1-ium-2-yl]methanol,[O][C]C1CCC[NH2+]1,78428236,-,pyrrolidin-1-ium-2-ylmethanol
aminont19ipq_0.9_pol.lib_NCYS_sybyl.mol2,NCYS,1fb3be0d5038a836da71c0940f2425521ac2894d5ce3fa7261c776240a3dc3d1,[NH3+][C@@H](CS)[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])CS,None,-,Compound_None,[NH3+]C([C][O])CS,None,-,Compound_None
nucleic12.LJbb-RNA.lib_CN_sybyl.mol2,CN,d1246dc031dabbbcbeb38293f61a69f388f8b25923b9461ce9f8a209b3513fb6,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1O)O,6175,CHEBI:17562,cytidine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,6175,CHEBI:17562,cytidine,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,596,-,688007-26-3
nucleic12.LJbb-RNA.lib_C_sybyl.mol2,C,4aab088808261e306290fd739258414d2334e7e527437a9d74c8e99e0f8b1722,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1[O])O,18653297,-,SCHEMBL584613,Nc1ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)n1,18653297,-,SCHEMBL584613,Nc1ccn(C2OC(CO[P]([O])=O)C([O])C2O)c(=O)n1,21988979,-,"[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium"
ff15ipq-19F.lib_W7F_sybyl.mol2,W7F,2bf6d995849600fe1f80dabcb44c2f457e52fd1c73ad132c8733f4c5d2636c5d,[NH][C@@H](C[C]1[CH]Nc2c(F)cccc12)[C][O],None,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]Nc2c(F)cccc21,None,-,Compound_None,[NH]C([C][O])C[C]1[CH]Nc2c(F)cccc21,None,-,Compound_None
all_modrna08.lib_PBG_sybyl.mol2,PBG,64f95b1eb37e188f13ff7174f9d6abdfd384bab0b79bb24a6a38b745fc056643,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C[C@@H]([C@@H](C(=O)OC)NC(=O)OC)[C]([O-])[O-])C)C,None,-,Compound_None,COC(=O)N[C@H](C(=O)OC)[C@H](Cc1c(C)nc2n(C)c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n12)[C]([O-])[O-],None,-,Compound_None,COC(=O)NC(C(=O)OC)C(Cc1c(C)nc2n(C)c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n12)[C]([O-])[O-],None,-,Compound_None
amino19ipq_0.9.lib_LYS_sybyl.mol2,LYS,57e7163979a1129a15ab2afa640aea859decd42915d76b81703634d1c0357fd6,[NH][C@@H](CCCC[NH3+])[C][O],None,-,Compound_None,[NH][C@H]([C][O])CCCC[NH3+],None,-,Compound_None,[NH]C([C][O])CCCC[NH3+],None,-,Compound_None
phos_amino94.lib_Y1P_sybyl.mol2,Y1P,167e843147680cb923c84ba42e6fcba4cd9698e0b479f22548c18a07f7e71151,[NH][C@@H](Cc1ccc(cc1)O[P](O)([O])[O])[C][O],None,-,Compound_None,[NH][C@H]([C][O])Cc1ccc(O[P]([O])([O])O)cc1,None,-,Compound_None,[NH]C([C][O])Cc1ccc(O[P]([O])([O])O)cc1,None,-,Compound_None
all_nucleic94.nmr.lib_RC5_sybyl.mol2,RC5,59ee75b7a72f69e836a7b4f88107def17e8fd172f7a01832753dcfaafa62b23f,OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@@H]([C@@H]1[O])O,6175,CHEBI:17562,cytidine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H]([O])[C@H]2O)c(=O)n1,6175,CHEBI:17562,cytidine,Nc1ccn(C2OC(CO)C([O])C2O)c(=O)n1,596,-,688007-26-3
aminoct12.lib_CGLN_sybyl.mol2,CGLN,82b00e1e390ee665217c51bd76111f0f81afbc5f4e970dbc2bf4e6d9025472c9,[NH][C@@H](CCC(=O)N)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](CCC(N)=O)[C]([O-])[O-],None,-,Compound_None,[NH]C(CCC(N)=O)[C]([O-])[O-],None,-,Compound_None
all_amino03.lib_LEU_sybyl.mol2,LEU,d4d1e71938f098ba3f66ff7f05b6fa563e1e5969f904432ab13a327d6f3a9c3c,[NH][C@@H](CC(C)C)[C][O],111307,CHEBI:228882,L-Leucinol,CC(C)C[C@H]([NH])[C][O],111307,CHEBI:228882,L-Leucinol,CC(C)CC([NH])[C][O],79030,-,2-Amino-4-methylpentan-1-ol
aminoct14ipq.lib_CCYS_sybyl.mol2,CCYS,190388cc7984671d924f40ec79a17631d997221e0ed2f246128889043520e0b6,[NH][C@@H](CS)[C]([O-])[O-],None,-,Compound_None,[NH][C@@H](CS)[C]([O-])[O-],None,-,Compound_None,[NH]C(CS)[C]([O-])[O-],None,-,Compound_None
aminont15ipq_10.0.lib_NGLN_sybyl.mol2,NGLN,50714bbcf1833f0af86443229afd61cf748d801920e7dc39c9a8fc86d8008e28,[NH3+][C@@H](CC[C]([O])N)[C][O],None,-,Compound_None,N[C]([O])CC[C@H]([NH3+])[C][O],None,-,Compound_None,N[C]([O])CCC([NH3+])[C][O],None,-,Compound_None
all_aminoPM3.lib_CYX_sybyl.mol2,CYX,b244c16be02fb3c01767a84f9ec61fff1cb401de82ccbb0ca3ca2a08806e9e92,[NH][C@@H](C[S])[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])C[S],11018820,-,125509-78-6,[NH]C([C][O])C[S],10197647,-,"1-Propanol, 2-amino-3-mercapto-"
amino19.lib_ASP_sybyl.mol2,ASP,44114581945be53c261b0e6dfd0ec2a758fa570a409b5b7a7053c159843e9690,[NH][C@@H](C[C]([O-])[O-])[C][O],None,-,Compound_None,[NH][C@H]([C][O])C[C]([O-])[O-],None,-,Compound_None,[NH]C([C][O])C[C]([O-])[O-],None,-,Compound_None
nucleic10.lib_DG3_sybyl.mol2,DG3,756a40fedf26e43eb203f900988d4174bc17e4a0b178c5cfc09b5f39ff82444f,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]1,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]1,137143234,-,[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
all_amino94.lib_GLH_sybyl.mol2,GLH,bd07c63400b2727251e74eb3f4ae1b9707245c5baa90a4a148fe04aacb148134,[NH][C@@H](CC[C]([O])O)[C][O],None,-,Compound_None,[NH][C@H]([C][O])CC[C]([O])O,None,-,Compound_None,[NH]C([C][O])CC[C]([O])O,89060581,-,SCHEMBL13330727
amino19ipq_0.9.lib_SER_sybyl.mol2,SER,33c44d09291c944de3e276ad4825d4955a67e6e0fb3c0f1f10b779efa9bb818b,[NH][C@@H](CO)[C][O],68294,-,"2-Amino-1,3-propanediol",[NH][C@H]([C][O])CO,68294,-,"2-Amino-1,3-propanediol",[NH]C([C][O])CO,68294,-,"2-Amino-1,3-propanediol"
amino15ipq_10.0.lib_ILE_sybyl.mol2,ILE,acf6702e89fde5d44219107366b56165aef856cc4b5129bc03dee3e657a22be4,[NH][C@@H]([C@@H](C)CC)[C][O],2724027,-,"(2S,3S)-2-Amino-3-methyl-1-pentanol",CC[C@H](C)[C@H]([NH])[C][O],2724027,-,"(2S,3S)-2-Amino-3-methyl-1-pentanol",CCC(C)C([NH])[C][O],91202,-,2-Amino-3-methylpentan-1-ol
amino19.lib_GLU_sybyl.mol2,GLU,563d081b08f04df3caa586c96a2c0d1b8be7c1341d5db30cabae8aef45e68b60,[NH][C@@H](CC[C]([O-])[O-])[C][O],None,-,Compound_None,[NH][C@H]([C][O])CC[C]([O-])[O-],None,-,Compound_None,[NH]C([C][O])CC[C]([O-])[O-],None,-,Compound_None
atomic_ions.lib_PR_sybyl.mol2,PR,9bfaef7fab25f348b07f0d0695d06074da06a6a4a025dec63b89a648a9e1ec29,P,24404,CHEBI:30278,PHOSPHINE,P,24404,CHEBI:30278,PHOSPHINE,P,24404,CHEBI:30278,PHOSPHINE
aminont15ipq-vac_10.0.lib_NGLU_sybyl.mol2,NGLU,1ec2c3ded4a1ce7d6f1d953f155bd481d81ba77496e685b8bab6d9e42d74a969,[NH3+][C@@H](CC[C]([O-])[O-])[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])CC[C]([O-])[O-],None,-,Compound_None,[NH3+]C([C][O])CC[C]([O-])[O-],None,-,Compound_None
nucleic12.redq.lib_DTN_sybyl.mol2,DTN,f2a147e35756ba55474a9c89ae3985e6338c99e96d5bb704955ba2d803c0cbc1,OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1O,5789,CHEBI:17748,thymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,5789,CHEBI:17748,thymidine,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,1134,CHEBI:188725,DTXSID20936337
amino10.lib_THR_sybyl.mol2,THR,d4c1a5ec2a6af8a57791c109776cde10d2dedcc93d169263a60f492f0e954638,[NH][C@@H]([C@@H](C)O)[C][O],2033049,-,threoninol,C[C@@H](O)[C@H]([NH])[C][O],2033049,-,threoninol,CC(O)C([NH])[C][O],5068681,-,"2-aminobutane-1,3-diol"
all_aminoAM1.lib_PRO_sybyl.mol2,PRO,7eb808d44180a66db4b58b01a9ff475a9534c6f327227a262d7f01971c9f3750,[N]1CCC[C@H]1[C][O],640091,-,L-Prolinol,[O][C][C@@H]1CCC[N]1,640091,-,L-Prolinol,[O][C]C1CCC[N]1,90908,CHEBI:59652,pyrrolidin-2-ylmethanol
nucleic12.ROC-RNA.lib_U3_sybyl.mol2,U3,d17227796ec9a0b313e51727ed2b5e5a9474a406a04c2c4995c278a767441caf,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,20600569,-,SCHEMBL336760,[O][P](=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,20600569,-,SCHEMBL336760,[O][P](=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,18767558,-,SCHEMBL23174212
nab.lib_NGLU_sybyl.mol2,NGLU,1ec2c3ded4a1ce7d6f1d953f155bd481d81ba77496e685b8bab6d9e42d74a969,[NH3+][C@@H](CC[C]([O-])[O-])[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])CC[C]([O-])[O-],None,-,Compound_None,[NH3+]C([C][O])CC[C]([O-])[O-],None,-,Compound_None
DNA.OL15.lib_DC_sybyl.mol2,DC,17a8d823779d84bcd0f2a1fd63382fa26e049101cb5f01a82ebcc198fac77818,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)C[C@@H]1[O],42626896,-,DC DNA 5'OH 3'OH,Nc1ccn([C@H]2C[C@H]([O])[C@@H](CO[P]([O])=O)O2)c(=O)n1,42626896,-,DC DNA 5'OH 3'OH,Nc1ccn(C2CC([O])C(CO[P]([O])=O)O2)c(=O)n1,74828980,-,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
aminont10.lib_NHIE_sybyl.mol2,NHIE,4350c6e2e1d47bea902f82012462849ab3c182915b5e945754567b958b0f8d15,[NH3+][C@@H](C[C]1[N][CH]N[CH]1)[C][O],None,-,Compound_None,[NH3+][C@H]([C][O])C[C]1[CH]N[CH][N]1,None,-,Compound_None,[NH3+]C([C][O])C[C]1[CH]N[CH][N]1,None,-,Compound_None
amberdyes.lib_C1R_sybyl.mol2,C1R,4621549a78ab7f719e9bf9f149f7ee5d564ebfc7016f58147da7b4260a00fe88,[NH][C@@H](CS[C@H]1[C]([O])N([C]([O])C1)CCCCC[NH])[C][O],None,-,Compound_None,[NH]CCCCCN1[C]([O])C[C@@H](SC[C@H]([NH])[C][O])[C]1[O],None,-,Compound_None,[NH]CCCCCN1[C]([O])CC(SCC([NH])[C][O])[C]1[O],None,-,Compound_None
all_amino94ildn.lib_HID_sybyl.mol2,HID,361b7c173755d21043bae55ff052bf5a89390b337c19882c77d70294afb3f2e6,[NH][C@@H](C[C]1N[CH][N][CH]1)[C][O],None,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH][N][CH]N1,None,-,Compound_None,[NH]C([C][O])C[C]1[CH][N][CH]N1,134243510,-,SCHEMBL19852909
aminont19ipq_0.9_vac.lib_NVAL_sybyl.mol2,NVAL,785e7e41aacb98eb99d7c034bbe9f8a4166d656b259728d3b9a519d336059f08,[NH3+][C@@H](C(C)C)[C][O],6950585,CHEBI:195496,(2s)-2-amino-3-methyl-1-butanol,CC(C)[C@H]([NH3+])[C][O],6950585,CHEBI:195496,(2s)-2-amino-3-methyl-1-butanol,CC(C)C([NH3+])[C][O],78428241,-,(1-hydroxy-3-methylbutan-2-yl)azanium
ff15ipq-m.lib_BHP_sybyl.mol2,BHP,06d84c55013210a5195660d16f2ec022dc116d220d7dbe7a789b2c3425b670db,[NH][C@H](C[C][O])C[C]1N[CH]N[CH]1,None,-,Compound_None,[NH][C@H](C[C][O])C[C]1[CH]N[CH]N1,None,-,Compound_None,[NH]C(C[C][O])C[C]1[CH]N[CH]N1,None,-,Compound_None
all_amino94.nmr.lib_CYX_sybyl.mol2,CYX,b244c16be02fb3c01767a84f9ec61fff1cb401de82ccbb0ca3ca2a08806e9e92,[NH][C@@H](C[S])[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])C[S],11018820,-,125509-78-6,[NH]C([C][O])C[S],10197647,-,"1-Propanol, 2-amino-3-mercapto-"
