Residue_Code,Filename,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
TRP,amino15ipq_10.0.lib_TRP_sybyl.mol2,09de6b95f30525e70dcdde0af41743b045a439fdc1bb08aed4908756e98fa469,[NH][C@@H](C[C]1[CH]Nc2ccccc12)[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]Nc2ccccc21,,-,Compound_None,[NH]C([C][O])C[C]1[CH]Nc2ccccc21,148603988,-,"2-amino-3-(2,3-dihydro-1H-indol-3-yl)propan-1-ol"
CRF,xFPchromophores.lib_CRF_sybyl.mol2,47c02d9a189f589371d5f7b0c27b4682ec6ab4119ba9a564c365431e0256dcc6,[NH][C@H]([C]1[N][C]([C]([O])N1C[C][O])[CH][C]1c2c(N[CH]1)cccc2)[C@H](O)C,,-,Compound_None,C[C@@H](O)[C@H]([NH])[C]1[N][C]([CH][C]2[CH]Nc3ccccc32)[C]([O])N1C[C][O],,-,Compound_None,CC(O)C([NH])[C]1[N][C]([CH][C]2[CH]Nc3ccccc32)[C]([O])N1C[C][O],,-,Compound_None
D3TE,all_prot_nucleic10.lib_D3TE_sybyl.mol2,6498f24a059d10673ad1b10df8626c6222e9a5502c9dab83135063c63742d45e,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][C](C)[C](O)N[C]2[O])C[C@@H]1O,,-,Compound_None,C[C]1[CH]N([C@H]2C[C@H](O)[C@@H](COP([O])[O])O2)[C]([O])N[C]1O,,-,Compound_None,C[C]1[CH]N(C2CC(O)C(COP([O])[O])O2)[C]([O])N[C]1O,,-,Compound_None
C3P,all_prot_nucleic10.lib_C3P_sybyl.mol2,9eb7d900564cca7efce006064252b52fe0326da697141c92fc0c03d458d03ec3,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])[C@@H]([C@@H]1O)O,,-,Compound_None,N[C]1[CH][CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H](O)[C@H]2O)[C]([O])N1,,-,Compound_None,N[C]1[CH][CH]N(C2OC(COP([O])[O])C(O)C2O)[C]([O])N1,,-,Compound_None
DT5,parmBSC0.lib_DT5_sybyl.mol2,d93734512047625c6f87aeab924d65541ab924303b673674a8747cc70bd7132c,OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1[O],5789,CHEBI:17748,thymidine,Cc1cn([C@H]2C[C@H]([O])[C@@H](CO)O2)c(=O)[nH]c1=O,5789,CHEBI:17748,thymidine,Cc1cn(C2CC([O])C(CO)O2)c(=O)[nH]c1=O,1134,CHEBI:188725,DTXSID20936337
CLYS,all_aminoct94.lib_CLYS_sybyl.mol2,75901575c1c04127b2505bab62f96f22549f1d6b7c36232d57bd5838514ee61d,[NH][C@@H](CCCC[NH3+])[C]([O-])[O-],,-,Compound_None,[NH][C@@H](CCCC[NH3+])[C]([O-])[O-],,-,Compound_None,[NH]C(CCCC[NH3+])[C]([O-])[O-],,-,Compound_None
OLT,GLYCAM_amino_06j_12SB.lib_OLT_sybyl.mol2,a64bf7d78add1360fb55537328ddd968c749fe17deb7fdf4492f7f6b5556d043,[NH][C@@H]([C@@H](C)[O])[C][O],2033049,-,threoninol,C[C@@H]([O])[C@H]([NH])[C][O],2033049,-,threoninol,CC([O])C([NH])[C][O],5068681,-,"2-aminobutane-1,3-diol"
NVAL,uni_aminont03.lib_NVAL_sybyl.mol2,0b1c6b7748729b9e3e3bc59d8632009f013413ed66d6ab2198fcbb9d57439e77,[NH3+][C@@H]([C]([C])[C])[C][O],6950585,CHEBI:195496,(2s)-2-amino-3-methyl-1-butanol,[C][C]([C])[C@H]([NH3+])[C][O],6950585,CHEBI:195496,(2s)-2-amino-3-methyl-1-butanol,[C][C]([C])C([NH3+])[C][O],78428241,-,(1-hydroxy-3-methylbutan-2-yl)azanium
MRA,all_modrna08.lib_MRA_sybyl.mol2,4dde1010bdd53f5f52b409e4d7f9564cc0f2b9af7eb6f3e9fe20ac5d6cf5d7f9,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=Nc2c(N)ncnc12,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](CO[P]([O])=O)O[C@H]1n1cnc2c(N)ncnc21,,-,Compound_None,COC1C([O])C(CO[P]([O])=O)OC1n1cnc2c(N)ncnc21,,-,Compound_None
CNLE,aminoct19ipq_0.9.lib_CNLE_sybyl.mol2,c40b84f9a2f527a9db2519f5e88211f263d243ef1a4bcabba12e410e4b048c29,[NH][C@@H](CCCC)[C]([O-])[O-],,-,Compound_None,CCCC[C@H]([NH])[C]([O-])[O-],,-,Compound_None,CCCCC([NH])[C]([O-])[O-],,-,Compound_None
NLYS,aminont19ipq_0.9_pol.lib_NLYS_sybyl.mol2,fdabd7a19a37811e107338229bce509999010e902c9e18beb75739995563af98,[NH3+][C@@H](CCCC[NH3+])[C][O],86314559,-,[(2S)-6-azaniumyl-1-hydroxyhexan-2-yl]azanium,[NH3+]CCCC[C@H]([NH3+])[C][O],86314559,-,[(2S)-6-azaniumyl-1-hydroxyhexan-2-yl]azanium,[NH3+]CCCCC([NH3+])[C][O],,-,Compound_None
E2N,amberdyes.lib_E2N_sybyl.mol2,d701126619be4b5db830bceafe8663c97c6e6ee414d950e2d669b88c61f65e40,[C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CC[NH])([NH3+])[C][O],,-,Compound_None,[NH]CCN1[C]([O])C[C@@H](SC[C@H]([NH3+])[C][O])[C]1[O],,-,Compound_None,[NH]CCN1[C]([O])CC(SCC([NH3+])[C][O])[C]1[O],,-,Compound_None
NASP,uni_aminont03.lib_NASP_sybyl.mol2,711e0abd630088fc76cc6284582d1510e81794cdab4077d29bca3e7824e44f04,[NH3+][C@@H]([C][C]([O-])[O-])[C][O],,-,Compound_None,[NH3+][C@H]([C][O])[C][C]([O-])[O-],,-,Compound_None,[NH3+]C([C][O])[C][C]([O-])[O-],,-,Compound_None
A48,amberdyes.lib_A48_sybyl.mol2,bf36bf52396f9010f887e917ee71f71301e1a6415d99222a94f7cd0794978fc6,c1(c2c(ccc1N)C(=C1C=CC(=C=O)C=C1[C]([O-])[O-])c1c(O2)c(c(cc1)N)S([O])([O])[O])S([O])([O])[O],,-,Compound_None,Nc1ccc2c(c1S([O])([O])[O])Oc1c(ccc(N)c1S([O])([O])[O])C2=c1ccc(=C=O)cc1[C]([O-])[O-],,-,Compound_None,Nc1ccc2c(c1S([O])([O])[O])Oc1c(ccc(N)c1S([O])([O])[O])C2=c1ccc(=C=O)cc1[C]([O-])[O-],,-,Compound_None
HID,amino10.lib_HID_sybyl.mol2,361b7c173755d21043bae55ff052bf5a89390b337c19882c77d70294afb3f2e6,[NH][C@@H](C[C]1N[CH][N][CH]1)[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH][N][CH]N1,,-,Compound_None,[NH]C([C][O])C[C]1[CH][N][CH]N1,134243510,-,SCHEMBL19852909
DAG,all_modrna08.lib_DAG_sybyl.mol2,63d49af97575b35c8fd061b256ac7eb52548701284f1955ebc7e98ecda9f62d1,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN,,-,Compound_None,NCc1cn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c2nc(N)[nH]c(=O)c12,,-,Compound_None,NCc1cn(C2OC(CO[P]([O])=O)C([O])C2O)c2nc(N)[nH]c(=O)c12,,-,Compound_None
NMET,aminont15ipq-vac_10.0.lib_NMET_sybyl.mol2,548d93b0de86398184053428bcaadda57bd61c42a03f145925051a8cdf34fb1b,[NH3+][C@@H](CCSC)[C][O],6994412,CHEBI:195450,(s)-methioninol,CSCC[C@H]([NH3+])[C][O],6994412,CHEBI:195450,(s)-methioninol,CSCCC([NH3+])[C][O],78435777,-,(1-hydroxy-4-methylsulfanylbutan-2-yl)azanium
NTHR,aminont15ipq-vac_10.0.lib_NTHR_sybyl.mol2,7bc2c8189361010efc2f077ee7cdcbf6ab2507524e5ce98b32af6e7f01a75edb,[NH3+][C@@H]([C@@H](C)O)[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",C[C@@H](O)[C@H]([NH3+])[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",CC(O)C([NH3+])[C][O],53455485,-,"1,3-dihydroxybutan-2-ylazanium"
RU3,RNA_CI.lib_RU3_sybyl.mol2,2de69f7f5dc282446ec6de5adeaeb261950134ee0f27a00314ac3cec5e074ab1,[P](=O)([O])OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@@H]([C@@H]1O)O,20600569,-,SCHEMBL336760,[O][P](=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,20600569,-,SCHEMBL336760,[O][P](=O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,18767558,-,SCHEMBL23174212
NILE,aminont12.redq.lib_NILE_sybyl.mol2,a95426f8784ac882c0bff6064c392b4f76c6c422a68924e8cff10105638f153a,[NH3+][C@@H]([C@@H](C)CC)[C][O],6951118,CHEBI:195448,(S)-isoleucinol,CC[C@H](C)[C@H]([NH3+])[C][O],6951118,CHEBI:195448,(S)-isoleucinol,CCC(C)C([NH3+])[C][O],74746509,-,(1-hydroxy-3-methylpentan-2-yl)azanium
NTRP,aminont19ipq_0.9_pol.lib_NTRP_sybyl.mol2,b1b9a14245e48ee0f5c158ef8b465d9f699f36e27c3bda53c6cdbf110e38bdbc,[NH3+][C@@H](C[C]1[CH]Nc2ccccc12)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])C[C]1[CH]Nc2ccccc21,,-,Compound_None,[NH3+]C([C][O])C[C]1[CH]Nc2ccccc21,,-,Compound_None
DG,DNA_CI.lib_DG_sybyl.mol2,aa313ffe5a2310afb5c5307ec1dcecd160204cb5991dc5495cf8564436921daf,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1[O],135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2[C@H]2C[C@H]([O])[C@@H](CO[P]([O])=O)O2)c(=O)[nH]1,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2C2CC([O])C(CO[P]([O])=O)O2)c(=O)[nH]1,137143234,-,[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
NALA,aminont19ipq_0.9_vac.lib_NALA_sybyl.mol2,108bb559bd0d9dd14ee8daf9fc3199c3a674d4294ae610de6a2e1de7f59c4e7c,[NH3+][C@@H](C)[C][O],6992590,CHEBI:85422,(S)-2-aminopropan-1-ol(1+),C[C@H]([NH3+])[C][O],6992590,CHEBI:85422,(S)-2-aminopropan-1-ol(1+),CC([NH3+])[C][O],20558917,CHEBI:195439,DL-2-aminopropan-1-ol
NASP,aminont15ipq-vac_10.0.lib_NASP_sybyl.mol2,1162cdcaed9b4ac08d0fc04f90e2e790ba6edaf1783c681cae88071686754093,[NH3+][C@@H](C[C]([O-])[O-])[C][O],,-,Compound_None,[NH3+][C@H]([C][O])C[C]([O-])[O-],,-,Compound_None,[NH3+]C([C][O])C[C]([O-])[O-],,-,Compound_None
NASH,aminont19ipq_0.9.lib_NASH_sybyl.mol2,a6796faa98ee8f7494d19f95a062c8880302441bd6be81fb8f4dbc26deb9ae50,[NH3+][C@@H](C[C]([O])O)[C][O],,-,Compound_None,[NH3+][C@H]([C][O])C[C]([O])O,,-,Compound_None,[NH3+]C([C][O])C[C]([O])O,,-,Compound_None
U,nucleic10.lib_U_sybyl.mol2,a3f2ab7c8e546faa24392bcae081a3081071b3ce8b7565532fb4cfd297c2a0e0,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][CH][C]([O])N[C]2[O])[C@@H]([C@@H]1[O])O,,-,Compound_None,[O][C]1[CH][CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N1,,-,Compound_None,[O][C]1[CH][CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N1,,-,Compound_None
HCU,all_modrna08.lib_HCU_sybyl.mol2,74a7ec81e44adf16c39cbd3ce96c4013ee1364c46fae46df669cebcd6053c068,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)[C@H](O)[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1[C@H](O)[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1C(O)[C]([O-])[O-],,-,Compound_None
H1E,phosaa19SB.lib_H1E_sybyl.mol2,3a5cd148786470538741821d94512413a9e16821a259ee6ef52bb082a693fd0e,[NH][C@@H](C[C]1N[CH]N([CH]1)[P](O)([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]N([P]([O])([O])O)[CH]N1,,-,Compound_None,[NH]C([C][O])C[C]1[CH]N([P]([O])([O])O)[CH]N1,,-,Compound_None
NNLE,aminont19ipq_0.9.lib_NNLE_sybyl.mol2,adf67a5af1afdc8dcd315c2dfdebea36b1342e821ffaf58aa37460fb2eaed7fb,[NH3+][C@@H](CCCC)[C][O],7000075,-,[(2S)-1-hydroxyhexan-2-yl]azanium,CCCC[C@H]([NH3+])[C][O],7000075,-,[(2S)-1-hydroxyhexan-2-yl]azanium,CCCCC([NH3+])[C][O],78435776,-,1-hydroxyhexan-2-ylazanium
1MP,all_modrna08.lib_1MP_sybyl.mol2,42c8757a4326bc6f3299c20ece4032116229daa8cb6b510efc20930e29865567,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[C]1[C]([O])N[C]([O])N([CH]1)C,,-,Compound_None,CN1[CH][C]([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CN1[CH][C](C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
H1D,phosaa19SB.lib_H1D_sybyl.mol2,49b0ca87694911b50d147e02f2b6e05e7bc8fe36306d5369942ec8efb1eb96c5,[NH][C@@H](C[C]1N([CH]N[CH]1)[P](O)([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]N[CH]N1[P]([O])([O])O,,-,Compound_None,[NH]C([C][O])C[C]1[CH]N[CH]N1[P]([O])([O])O,,-,Compound_None
SIA,all_modrna08.lib_SIA_sybyl.mol2,5d3d1e9b3cf5475c924cb81a829fa0f9d8eb3e543d9a8242f4f5106dfcc48ebc,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC/C=C(/C)\CO)nc(nc12)SC,,-,Compound_None,CSc1nc(NC/C=C(/C)CO)c2ncn([C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c2n1,,-,Compound_None,CSc1nc(NCC=C(C)CO)c2ncn(C3OC(CO[P]([O])=O)C([O])C3O)c2n1,,-,Compound_None
CTHR,aminoct12.lib_CTHR_sybyl.mol2,f3b0c7f013c6e81b16cf6397c253026f654d777e365591647e03a91d3652db53,[NH][C@@H]([C@@H](C)O)[C]([O-])[O-],,-,Compound_None,C[C@@H](O)[C@H]([NH])[C]([O-])[O-],,-,Compound_None,CC(O)C([NH])[C]([O-])[O-],,-,Compound_None
MRU,all_modrna08.lib_MRU_sybyl.mol2,83b9858ff683305e0a3ab6b7415dcd5d79777c3116f8ae07d49d30d48fc79c4e,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[CH][CH]1,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](COP([O])[O])O[C@H]1N1[CH][CH][C]([O])N[C]1[O],,-,Compound_None,COC1C([O])C(COP([O])[O])OC1N1[CH][CH][C]([O])N[C]1[O],,-,Compound_None
NPHE,aminont10.lib_NPHE_sybyl.mol2,81adce681b1b8839ff19d7a4f62bd1d8ae3f24544e0971b3adf906b37a892d78,[NH3+][C@@H](Cc1ccccc1)[C][O],6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+][C@H]([C][O])Cc1ccccc1,6931133,-,[(2S)-1-hydroxy-3-phenylpropan-2-yl]azanium,[NH3+]C([C][O])Cc1ccccc1,25201771,-,(1-hydroxy-3-phenylpropan-2-yl)azanium
L2N,amberdyes.lib_L2N_sybyl.mol2,2278486e51c4af665fbfb74b276daedd74df10bf41586a6353ae980b32a09a48,[C@@H](CCCCN[C](CCC[N]C)[O])([NH3+])[C][O],,-,Compound_None,C[N]CCC[C]([O])NCCCC[C@H]([NH3+])[C][O],,-,Compound_None,C[N]CCC[C]([O])NCCCCC([NH3+])[C][O],,-,Compound_None
NALA,uni_aminont03.lib_NALA_sybyl.mol2,8d8121995f5b7c831866a6f6fe503238f20c1f2c3683c2e59f203da86053f8a5,[NH3+][C@@H]([C])[C][O],6992590,CHEBI:85422,(S)-2-aminopropan-1-ol(1+),[C][C@H]([NH3+])[C][O],6992590,CHEBI:85422,(S)-2-aminopropan-1-ol(1+),[C]C([NH3+])[C][O],20558917,CHEBI:195439,DL-2-aminopropan-1-ol
NTYR,uni_aminont03.lib_NTYR_sybyl.mol2,01524f411673085bf342211a0af53adc5daf84b6c64633bc6b1345f102a2191c,[NH3+][C@@H]([C]c1ccc(O)cc1)[C][O],6951151,-,[(2S)-1-hydroxy-3-(4-hydroxyphenyl)propan-2-yl]azanium,[NH3+][C@H]([C][O])[C]c1ccc(O)cc1,6951151,-,[(2S)-1-hydroxy-3-(4-hydroxyphenyl)propan-2-yl]azanium,[NH3+]C([C][O])[C]c1ccc(O)cc1,78428316,-,[1-hydroxy-3-(4-hydroxyphenyl)propan-2-yl]azanium
DA,all_nucleic94.lib_DA_sybyl.mol2,b6e0f22e4e183bfb4f0e95cb133670ca09b83b161e7e5ffe9c4740541b5c068d,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1[O],14823978,-,DA DNA 5'OH 3'OH,Nc1ncnc2c1ncn2[C@H]1C[C@H]([O])[C@@H](CO[P]([O])=O)O1,14823978,-,DA DNA 5'OH 3'OH,Nc1ncnc2c1ncn2C1CC([O])C(CO[P]([O])=O)O1,6419581,-,[5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
PB,atomic_ions.lib_PB_sybyl.mol2,bc89a5923a3198a758b7822d41791991d8887456fc0e91b2d065d51d5c4c960c,P,24404,CHEBI:30278,PHOSPHINE,P,24404,CHEBI:30278,PHOSPHINE,P,24404,CHEBI:30278,PHOSPHINE
DMU,all_modrna08.lib_DMU_sybyl.mol2,09fe29e9c49515290cc654952f99295f79e88943945d89f017ae9d5f50765be8,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C@@H](C1)C,,-,Compound_None,C[C@@H]1CN([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,CC1CN(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
CASN,uni_aminoct03.lib_CASN_sybyl.mol2,e6562b730d94b741a41aa62ded05014d0b88de36a849b0267f7111d1cbed5ad3,[NH][C@@H]([C][C]([O])N)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C](N)[O])[C]([O-])[O-],,-,Compound_None,[NH]C([C][C](N)[O])[C]([O-])[O-],,-,Compound_None
DT,DNA.OL15.lib_DT_sybyl.mol2,ed9ad265e0c4772217223637972b6c1219993c94fdd5a9d6bd3dd7d9ed9e6a1f,P([O])([O])OC[C@H]1O[C@@H]([N@]2[CH][C](C)[C]([O])N[C]2[O])C[C@@H]1[O],,-,Compound_None,C[C]1[CH]N([C@H]2C[C@H]([O])[C@@H](COP([O])[O])O2)[C]([O])N[C]1[O],,-,Compound_None,C[C]1[CH]N(C2CC([O])C(COP([O])[O])O2)[C]([O])N[C]1[O],,-,Compound_None
NARG,aminont15ipq-vac_10.0.lib_NARG_sybyl.mol2,d6ec2185d568e3f38e12864ec0cbd8c3ed3e5fd696e747b1734359b84daac856,[NH3+][C@@H](CCCN[C](N)N)[C][O],,-,Compound_None,N[C](N)NCCC[C@H]([NH3+])[C][O],,-,Compound_None,N[C](N)NCCCC([NH3+])[C][O],,-,Compound_None
NOLT,GLYCAM_aminont_06j_12SB.lib_NOLT_sybyl.mol2,388aa6175df2550c035adbcb10b07041f23c8a04efc9553ae5b7bfe57753fc54,[NH3+][C@@H]([C@@H](C)[O])[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",C[C@@H]([O])[C@H]([NH3+])[C][O],2033048,-,"1,3-Dihydroxybutan-2-aminium",CC([O])C([NH3+])[C][O],53455485,-,"1,3-dihydroxybutan-2-ylazanium"
CASP,aminoct15ipq_10.0.lib_CASP_sybyl.mol2,a3367b6fa559bbe7a1e93b34c8d67c96e714a1b5f130684bfe9e03d5d6083064,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH][C@@H](C[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH]C(C[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None
RA3,all_nucleic94.lib_RA3_sybyl.mol2,3569c082a066361b53cd7c416fc1e7f9aa4d5a2cab933fccb527c203e173db99,[P](=O)([O])OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)[C@@H]([C@@H]1O)O,6338568,-,SCHEMBL1759116,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H](O)[C@H]1O,6338568,-,SCHEMBL1759116,Nc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C(O)C1O,14185387,-,SCHEMBL26757874
DG3,parmBSC1.lib_DG3_sybyl.mol2,756a40fedf26e43eb203f900988d4174bc17e4a0b178c5cfc09b5f39ff82444f,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1O,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO[P]([O])=O)O2)c(=O)[nH]1,135566214,-,SCHEMBL6758865,Nc1nc2c(ncn2C2CC(O)C(CO[P]([O])=O)O2)c(=O)[nH]1,137143234,-,[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium
MMG,all_modrna08.lib_MMG_sybyl.mol2,8e4e5f106d8f68eb87628a8c7a4cc78c9dad0abecc9d7c9cfacfa412cb4baf92,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)NC,,-,Compound_None,CNc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2OC)c(=O)[nH]1,,-,Compound_None,CNc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2OC)c(=O)[nH]1,,-,Compound_None
SCU,all_modrna08.lib_SCU_sybyl.mol2,6811238b6b1a9a5c32634dd69e86e315969820b87666578291aba0e69020ad45,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNC[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([S])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1CNC[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([S])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1CNC[C]([O-])[O-],,-,Compound_None
DA5,DNA.OL15.lib_DA5_sybyl.mol2,7a12d3957bd231c3fc9544af508cc114e56294940bac6dd4fc3420f252e840fd,OC[C@H]1O[C@@H](N2C=Nc3c(N)ncnc23)C[C@@H]1[O],13730,CHEBI:17256,2'-deoxyadenosine,Nc1ncnc2c1ncn2[C@H]1C[C@H]([O])[C@@H](CO)O1,13730,CHEBI:17256,2'-deoxyadenosine,Nc1ncnc2c1ncn2C1CC([O])C(CO)O1,636,-,RefChem:1072483
SPM,lipid21.lib_SPM_sybyl.mol2,1426bbf46b2960256be4aede4595261cf06a3ce6352915db35201f301d9ee46d,[C@@H](CO[P](OCC[N+](C)(C)C)([O])[O])(N[C][O])[CH]O,,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OC[C@@H]([CH]O)N[C][O],,-,Compound_None,C[N+](C)(C)CCO[P]([O])([O])OCC([CH]O)N[C][O],,-,Compound_None
CGLN,uni_aminoct03.lib_CGLN_sybyl.mol2,b452a14487260257c7a191e17a37769b690c00428f153f30ac0c68962d96973c,[NH][C@@H](C#CC(=O)N)[C]([O-])[O-],,-,Compound_None,[NH][C@@H](C#CC(N)=O)[C]([O-])[O-],,-,Compound_None,[NH]C(C#CC(N)=O)[C]([O-])[O-],,-,Compound_None
G,nucleic12.lib_G_sybyl.mol2,09dbe0020742b2a68e57848d9260d2b13b6616865ad27fb73ff4cfada759c3b5,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1[O])O,135566260,-,SCHEMBL186043,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,135566260,-,SCHEMBL186043,Nc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,167300771,-,SCHEMBL24865920
GE,all_prot_nucleic10.lib_GE_sybyl.mol2,b73aa8bed6e1b482d2320defaa88c8c544130487a2718914fd599d6033e4d5ea,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,,-,Compound_None,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)[C@@H]([C@@H]1[O])O,,-,Compound_None
CGLN,aminoct19ipq_0.9.lib_CGLN_sybyl.mol2,82b00e1e390ee665217c51bd76111f0f81afbc5f4e970dbc2bf4e6d9025472c9,[NH][C@@H](CCC(=O)N)[C]([O-])[O-],,-,Compound_None,[NH][C@@H](CCC(N)=O)[C]([O-])[O-],,-,Compound_None,[NH]C(CCC(N)=O)[C]([O-])[O-],,-,Compound_None
6AA,all_modrna08.lib_6AA_sybyl.mol2,82a4519199fe5ef918dae90572493f123bd9924b253d709e4abc5aa16bcc5cea,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)C)ncnc12,,-,Compound_None,CC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O,,-,Compound_None,CC(=O)Nc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O,,-,Compound_None
NGLU,aminont10.lib_NGLU_sybyl.mol2,1ec2c3ded4a1ce7d6f1d953f155bd481d81ba77496e685b8bab6d9e42d74a969,[NH3+][C@@H](CC[C]([O-])[O-])[C][O],,-,Compound_None,[NH3+][C@H]([C][O])CC[C]([O-])[O-],,-,Compound_None,[NH3+]C([C][O])CC[C]([O-])[O-],,-,Compound_None
